idx,hashtag,emoji_s,count
5031,宿舍有个班干部的好处,"(8, 4, 11, 6, 2, 3, 10, 13, 21, 1, 5, 7, 19, 24, 9, 12, 16)","(189, 180, 94, 52, 44, 31, 19, 18, 11, 9, 9, 9, 9, 9, 7, 4, 2)"
5032,宿舍里发生的怪异事件,"(8, 6, 13, 21, 12, 3, 4, 14, 5, 1, 9, 10, 15, 18, 17, 11, 22, 7, 20, 16, 19, 23, 2, 24)","(475, 96, 66, 60, 37, 23, 20, 14, 13, 11, 10, 10, 9, 9, 8, 7, 7, 6, 6, 5, 5, 5, 2, 2)"
5033,宿舍里发生的震惊事件,"(8, 6, 3, 11, 18, 21, 1, 13, 19, 14, 5, 12, 4, 15, 23, 22, 24, 9, 20, 16, 2, 10, 7, 17)","(541, 183, 46, 22, 17, 15, 14, 12, 11, 10, 10, 9, 9, 7, 7, 6, 6, 5, 5, 4, 3, 2, 1, 1)"
5034,宿舍里最让你牵挂的东西,"(5, 6, 21, 8, 18, 9, 14, 4, 13, 16, 22, 19, 20, 24, 10, 17, 2, 3, 12, 15)","(3840, 1425, 1093, 52, 32, 14, 12, 11, 10, 9, 7, 6, 6, 6, 3, 2, 1, 1, 1, 1)"
5035,宿舍里最难理解的方言,"(8, 6, 3, 13, 10, 21, 24, 1, 17, 19)","(173, 139, 39, 7, 6, 3, 3, 2, 1, 1)"
5036,宿舍里都开始长草了,"(3, 6, 8, 5, 21, 13, 19, 4, 15, 17, 11, 23, 24, 1, 2, 12, 14, 10, 9, 16, 18)","(613, 254, 107, 55, 54, 19, 15, 12, 7, 7, 6, 6, 5, 4, 4, 3, 2, 2, 1, 1, 1)"
5037,寂寞的咖啡豆,"(4, 11, 10, 8, 14, 13, 17, 9, 1, 2, 19, 15, 18, 6, 12, 7, 22, 20, 21, 5, 24, 3, 16, 23)","(2426, 119, 91, 59, 37, 36, 28, 24, 23, 19, 19, 15, 15, 13, 10, 9, 9, 8, 8, 6, 4, 3, 3, 1)"
5038,寄抗癌药人已去世还没到货,"(11, 4, 18, 17, 21, 5, 19, 8, 20, 13, 7, 10, 6, 12, 1, 23, 14, 9, 16, 22)","(213, 60, 30, 28, 15, 9, 9, 7, 7, 6, 5, 5, 4, 4, 3, 3, 2, 2, 2, 2)"
5039,寄生虫 最佳原创剧本,"(15, 11, 16, 8, 21, 3, 9, 2, 5, 6, 20, 12, 24, 13, 19, 7, 22, 10, 14)","(737, 98, 40, 33, 31, 17, 12, 11, 11, 10, 10, 9, 8, 7, 7, 5, 5, 2, 1)"
5040,寄生虫海报设计,"(15, 11, 10, 7, 16, 5, 6, 4, 19, 3, 13, 24, 12, 17, 20, 8, 9, 21, 22, 23, 18, 2, 1, 14)","(378, 43, 33, 26, 18, 15, 15, 12, 12, 10, 10, 10, 9, 9, 9, 8, 8, 8, 8, 8, 7, 5, 3, 3)"
5041,寄生虫金球奖最佳外语片,"(15, 22, 19, 6, 18, 21, 24, 7, 12, 16, 17, 9, 3, 8, 2, 13, 4, 20)","(91, 17, 7, 6, 6, 6, 6, 4, 4, 4, 4, 3, 2, 2, 1, 1, 1, 1)"
5042,寄生虫黑白版韩国撤档,"(8, 11, 9, 13, 6, 10, 5, 2, 18, 1, 3, 21, 16, 7, 12)","(38, 19, 15, 14, 9, 9, 8, 4, 4, 3, 3, 3, 2, 1, 1)"
5043,寄给高以翔的纸鹤,"(5, 16, 18, 17, 4, 1, 11, 19, 23, 14, 10, 15, 20, 21, 22)","(1371, 280, 87, 23, 6, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1)"
5044,密切接触者曾坐西安地铁出租车公交,"(4, 1, 5, 12, 3, 22, 21, 13, 15, 20, 6, 18, 14, 11, 16, 17, 23)","(1225, 36, 24, 22, 17, 17, 11, 9, 9, 7, 6, 6, 4, 3, 1, 1, 1)"
5045,寇静带天天捧场张亮话剧,"(16, 14, 11, 1, 4, 9, 6, 8, 19, 2, 10, 13, 23, 17, 18, 3, 7, 15, 12, 20, 22, 24, 5, 21)","(692, 207, 85, 52, 44, 43, 35, 20, 20, 19, 19, 19, 19, 17, 16, 15, 15, 14, 13, 13, 13, 13, 12, 9)"
5046,富士山的雪,"(16, 7, 5, 15, 14, 23, 21, 18, 8, 20, 24, 1, 2, 6, 9, 10, 4, 17, 19, 3, 13)","(550, 84, 32, 29, 21, 17, 16, 14, 13, 13, 12, 11, 11, 9, 9, 7, 6, 6, 6, 4, 3)"
5047,寒假作业被我妈炒菜了,"(4, 3, 6, 8, 11, 2, 1, 14, 16, 19, 5, 13, 7, 15, 17, 9, 24, 22, 21, 10, 18, 20, 12, 23)","(3364, 898, 591, 162, 162, 50, 45, 29, 28, 22, 21, 16, 15, 15, 10, 8, 8, 6, 4, 2, 2, 2, 1, 1)"
5048,寒假在家如何让父母满意,"(8, 3, 6, 1, 14, 13, 21, 2, 23, 5, 18, 16, 19, 20, 22, 15)","(182, 40, 21, 13, 13, 13, 13, 10, 7, 6, 6, 3, 2, 2, 2, 1)"
5049,寒山寺钟声,"(15, 16, 4, 6, 8, 5, 19, 3, 9, 2, 7, 1)","(68, 47, 10, 8, 6, 5, 5, 4, 4, 2, 2, 1)"
5050,对丰巢说不的上海小区已达116个,"(15, 10, 11, 6, 14, 19, 8, 1, 4, 16, 5, 3, 13, 18, 24, 2, 23, 9, 17, 12, 21)","(2471, 121, 103, 80, 44, 37, 27, 22, 21, 17, 12, 11, 9, 9, 8, 7, 7, 6, 6, 5, 1)"
5051,对你好和为你好的区别,"(11, 8, 14, 16, 9, 5, 10, 20, 6, 22, 1, 3, 18, 24, 7, 4, 21)","(364, 31, 27, 23, 15, 9, 9, 7, 5, 5, 3, 2, 2, 2, 1, 1, 1)"
5052,对外国和本国公民无差别执行措施,"(4, 15, 11, 1, 14, 17, 8, 21, 23, 18, 5, 12, 13, 19, 24, 16, 22, 2, 3, 6, 10, 20, 7, 9)","(4860, 989, 256, 143, 47, 33, 26, 19, 14, 10, 9, 9, 9, 8, 8, 7, 6, 4, 4, 4, 3, 2, 1, 1)"
5053,对本学期休学的在韩留学生放宽学分限制,"(15, 16, 17, 18, 6, 1, 9, 19, 21, 22, 24, 20, 5, 4, 8, 11, 13, 23, 14, 12)","(183, 27, 14, 11, 10, 8, 7, 7, 7, 6, 5, 4, 3, 3, 2, 2, 2, 2, 1, 1)"
5054,对滞留省外的武汉市民启动返汉安排,"(11, 19, 4, 22, 16, 14, 21, 12, 6, 18, 9, 13, 8, 10, 15, 23, 17, 20, 1, 3, 2, 7, 5, 24)","(4407, 198, 180, 91, 77, 63, 38, 37, 34, 27, 19, 18, 17, 17, 15, 9, 8, 8, 7, 7, 6, 6, 3, 3)"
5055,对症和中药治愈北京2例新型肺炎患者,"(15, 19, 16, 22, 5, 1, 9, 8, 17, 10, 11, 4, 7, 18, 6, 13, 21, 12, 3, 23, 14, 20, 2, 24)","(4045, 548, 155, 67, 36, 26, 26, 25, 23, 22, 21, 20, 16, 16, 15, 15, 15, 12, 11, 11, 10, 9, 8, 6)"
5056,对自身的颜值没有概念,"(6, 8, 11, 3, 7, 9, 16, 5, 24, 21, 13, 15, 2, 14, 10, 12, 18, 19, 22, 23)","(53, 32, 14, 13, 12, 7, 6, 4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)"
5057,对话首例境外回国患者,"(4, 11, 16, 1, 14, 9, 13, 20, 6, 5, 2)","(178, 15, 15, 10, 10, 8, 7, 6, 5, 4, 3)"
5058,对青春最好的致敬是成为最好的自己,"(16, 15, 2, 19, 22, 1, 24, 10, 13, 8, 7, 21, 11, 4, 23, 14, 5, 9)","(6782, 154, 58, 26, 25, 20, 19, 18, 16, 13, 7, 6, 5, 5, 2, 1, 1, 1)"
5059,对鞋底快递外卖包装消毒属过度消毒,"(1, 11, 6, 14, 8, 15, 23, 21, 10, 12, 13, 4, 2, 3, 9, 5, 16, 19, 24)","(318, 107, 74, 36, 21, 17, 14, 10, 9, 9, 7, 7, 5, 5, 4, 2, 1, 1, 1)"
5060,寻504个车次航班同行乘客,"(5, 17, 21, 4, 18, 11, 12, 3, 13, 15, 6, 10, 16, 19, 20, 22, 7, 14, 8, 9, 23, 24, 1)","(315, 103, 61, 59, 35, 24, 22, 17, 15, 12, 10, 10, 9, 9, 9, 9, 8, 6, 6, 6, 5, 4, 1)"
5061,寻找最美漫画脸,"(11, 14, 8, 6, 16, 9, 13, 2, 19, 24, 20, 10, 21, 4, 15)","(275, 29, 23, 13, 13, 11, 11, 10, 8, 8, 7, 6, 5, 4, 4)"
5062,寻找染病列车乘客,"(15, 5, 4, 24, 3, 14, 21, 10, 23, 2, 18, 6, 17, 9, 12, 16, 1, 13, 11, 20, 19, 8, 22)","(492, 157, 60, 21, 20, 16, 16, 14, 14, 12, 12, 11, 11, 9, 9, 9, 8, 8, 7, 5, 4, 3, 3)"
5063,寻找阿水p图大赛,"(8, 21, 17, 9, 6, 4, 19, 2, 3, 11, 5, 16, 14, 13)","(152, 33, 13, 11, 8, 7, 7, 5, 5, 4, 3, 2, 1, 1)"
5064,导游证成绩,"(5, 2, 8, 6, 16, 1, 7, 9, 3, 4, 17, 23, 11, 18, 21, 24, 19, 13, 14, 15)","(656, 224, 92, 44, 40, 29, 24, 21, 19, 19, 14, 8, 7, 7, 7, 6, 4, 2, 1, 1)"
5065,导演佐佐部清去世,"(18, 5, 7, 16, 17, 12, 13, 22, 14, 9, 10, 4, 19, 24, 8, 21, 2, 3, 11, 20)","(5307, 68, 40, 30, 24, 9, 9, 9, 7, 7, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1)"
5066,导演罗文去世,"(18, 5, 11, 17, 7, 14, 8, 19, 2, 16, 21, 13, 4, 15, 20, 9, 10, 23, 24, 1, 3, 6, 12, 22)","(9429, 136, 46, 46, 16, 14, 13, 13, 12, 11, 9, 8, 7, 7, 7, 6, 3, 3, 3, 2, 1, 1, 1, 1)"
5067,导演魏杰性侵醉酒女子被判4年,"(18, 4, 11, 13, 8, 15, 1, 14, 16, 6, 21, 5, 23, 3, 7, 20, 22, 24, 10, 2, 12, 17, 9, 19)","(3497, 2557, 150, 100, 76, 58, 38, 22, 22, 21, 14, 13, 9, 8, 8, 8, 5, 5, 4, 3, 3, 3, 2, 2)"
5068,导盲犬是什么级别的狗,"(5, 16, 15, 22, 3, 23, 2, 4, 8, 18, 24, 1, 6, 10, 11, 17, 20)","(4188, 710, 221, 30, 20, 16, 13, 10, 8, 7, 7, 6, 1, 1, 1, 1, 1)"
5069,导致性侵的原因,"(4, 17, 1, 13, 15, 5, 2, 11, 19, 3, 7, 10, 14, 16, 24, 6, 18, 21, 8, 9, 12)","(5216, 234, 190, 75, 64, 50, 34, 34, 29, 20, 14, 12, 5, 5, 4, 3, 2, 2, 1, 1, 1)"
5070,封城后马来西亚百货店皮具长毛,"(6, 3, 7, 19, 21, 18, 1, 2, 8, 20, 12, 5, 13, 16, 22, 24)","(51, 38, 9, 9, 9, 8, 6, 6, 5, 4, 3, 2, 1, 1, 1, 1)"
5071,封城日记,"(5, 16, 18, 23, 6, 22, 15, 17, 1, 3, 19, 20, 4, 10, 2, 12, 8, 14, 21, 9, 13, 24, 7, 11)","(2979, 726, 317, 158, 133, 132, 116, 106, 90, 61, 53, 50, 49, 44, 40, 37, 36, 35, 34, 33, 32, 30, 29, 25)"
5072,将夜2,"(16, 15, 11, 5, 6, 7, 4, 8, 17, 3, 13, 19, 21, 1, 14, 9, 18, 22, 12, 24, 10, 23, 2, 20)","(4101, 1368, 1348, 739, 275, 164, 81, 59, 53, 51, 29, 27, 27, 20, 19, 16, 13, 13, 11, 11, 8, 7, 6, 5)"
5073,将恋爱进行到底,"(7, 5, 6, 8, 16, 21, 3, 23, 11, 15, 24, 1, 4, 13, 2, 10, 19, 9, 20, 22, 12, 14, 17)","(1282, 885, 187, 168, 112, 52, 39, 37, 25, 24, 24, 15, 15, 14, 12, 11, 11, 10, 9, 7, 6, 5, 5)"
5074,将恋爱进行到底结局,"(7, 5, 16, 21, 6, 13, 12, 17, 2, 8, 3, 19, 15, 23, 14, 24)","(706, 406, 73, 51, 45, 22, 11, 9, 8, 8, 6, 6, 5, 3, 2, 1)"
5075,将抗疫表现作为职称评审重要内容,"(15, 11, 22)","(81, 29, 6)"
5076,小H探班张子枫新片路演,"(8, 16, 7, 6, 3, 18, 14, 23, 15, 24, 19, 5, 9, 1, 22, 13, 11, 21, 4, 12, 17, 2, 10, 20)","(963, 482, 314, 34, 24, 24, 23, 23, 17, 17, 15, 9, 9, 8, 8, 6, 5, 5, 4, 3, 3, 2, 2, 1)"
5077,小S,"(15, 18, 5, 16, 17, 11, 14, 22, 24, 3, 19, 21, 6, 4, 7, 8, 13, 20, 2, 10, 23, 1)","(2054, 1245, 595, 457, 195, 192, 126, 30, 29, 26, 25, 24, 19, 16, 15, 15, 14, 10, 7, 7, 7, 3)"
5078,小S二女儿小女儿大片,"(7, 15, 16, 11, 1, 6, 8, 18, 2, 3, 12, 24, 20, 9, 14, 10, 13, 17, 5, 23, 22, 4, 19)","(183, 50, 44, 36, 35, 34, 24, 21, 19, 17, 16, 16, 15, 13, 12, 12, 8, 8, 6, 4, 3, 2, 1)"
5079,小S得知高以翔去世大哭,"(5, 17, 15, 2, 14, 21, 24, 9, 4, 8, 16, 23, 1, 7, 22, 3, 11, 19, 6, 18, 13, 20, 12, 10)","(665, 99, 30, 27, 25, 21, 19, 18, 17, 15, 15, 15, 14, 14, 14, 13, 13, 13, 12, 12, 11, 11, 10, 3)"
5080,小S给蔡依林送的花篮,"(3, 6, 8, 24, 5, 14, 12, 13, 22, 23, 16, 19, 11, 15, 10, 1, 20, 18, 2, 21, 17, 7, 4, 9)","(431, 140, 61, 28, 21, 19, 16, 16, 16, 15, 14, 14, 12, 12, 10, 9, 9, 8, 7, 7, 6, 4, 4, 1)"
5081,小乔丁香结返场,"(5, 8, 11, 7, 15, 6, 14, 4, 2, 19, 9, 17, 3, 1, 10, 21, 24, 13, 12, 18, 22, 16, 20, 23)","(913, 408, 296, 205, 92, 68, 46, 43, 25, 19, 12, 12, 10, 9, 9, 9, 9, 8, 7, 5, 3, 1, 1, 1)"
5082,小乔青蛇,"(11, 8, 6, 13, 7, 4, 10, 16, 17, 1, 21, 5, 3, 14, 12, 18, 9, 2, 15, 22, 23, 24, 19, 20)","(4412, 913, 723, 328, 271, 166, 61, 53, 41, 40, 36, 29, 27, 18, 16, 16, 12, 10, 9, 9, 6, 6, 5, 3)"
5083,小伙下单快递代买麻酱送来麻将,"(8, 6, 3, 2, 17, 15, 19, 5, 1, 18, 23, 22, 24, 20, 21, 13, 10, 11, 12, 4)","(459, 263, 163, 17, 11, 10, 10, 9, 8, 8, 7, 6, 6, 4, 4, 3, 2, 2, 1, 1)"
5084,小伙北京西站失踪被推荐去内蒙放羊,"(12, 4, 11, 6, 8, 16, 3, 9, 7, 22, 5, 18, 20, 23, 14, 2, 10, 19, 13, 21)","(136, 88, 58, 48, 39, 23, 13, 12, 9, 9, 7, 5, 4, 4, 3, 2, 2, 2, 1, 1)"
5085,小偷为不留脚印坐地挪动前进,"(11, 6, 8, 3, 21, 12, 4, 16, 9, 14, 17, 15, 22, 1)","(181, 113, 51, 26, 18, 9, 9, 9, 8, 7, 7, 5, 5, 2)"
5086,小偷被抓假装咳嗽被刑拘,"(6, 4, 11, 3, 8, 1, 2, 12, 18, 13, 16, 14, 5, 10, 20, 21)","(273, 97, 71, 35, 31, 22, 8, 7, 6, 5, 4, 1, 1, 1, 1, 1)"
5087,小助理唱歌 反差,"(7, 3, 8, 11, 6, 21, 22, 4, 10, 23, 2, 13, 18, 9, 14, 19, 16, 20, 1, 5, 24, 15, 17, 12)","(2867, 559, 259, 185, 144, 33, 28, 22, 18, 17, 16, 16, 16, 15, 14, 14, 12, 11, 9, 9, 7, 5, 5, 3)"
5088,小区800万维修资金被挪用,"(4, 12, 10, 21, 24, 15, 19, 22, 1, 8, 13, 5, 6, 11, 16)","(80, 27, 7, 5, 5, 4, 4, 4, 3, 3, 3, 2, 1, 1, 1)"
5089,小区土方发现4名儿童尸体,"(17, 4, 18, 5, 11, 12, 15, 2, 1, 22, 24, 13, 16, 23, 14, 7, 19, 9, 21, 3, 6, 8, 20, 10)","(5297, 759, 659, 383, 159, 117, 34, 24, 21, 11, 11, 9, 9, 7, 6, 5, 5, 4, 4, 3, 3, 3, 2, 1)"
5090,小区封闭男子将头钻出围栏理发,"(3, 6, 8, 11, 5, 19, 21, 22, 7, 2, 10, 15, 17, 13, 4, 20, 23, 18, 16, 14, 9)","(675, 291, 110, 21, 19, 9, 9, 9, 8, 7, 7, 7, 7, 6, 6, 6, 6, 5, 3, 2, 1)"
5091,小区物业给业主发10万元消费卡,"(24, 4, 6, 22, 8, 11, 14, 21, 1, 3)","(111, 12, 6, 6, 3, 3, 2, 2, 1, 1)"
5092,小区自制3.6米行人消毒棚,"(15, 11, 21, 7, 18, 22, 12, 24, 1, 3, 5, 6, 9)","(82, 5, 5, 4, 4, 4, 2, 2, 1, 1, 1, 1, 1)"
5093,小咕咚整容,"(3, 6, 8, 11, 5, 17, 4, 21, 13, 14, 1, 22, 2, 9, 15, 23, 16, 12, 7, 10, 18, 19, 20, 24)","(5666, 1683, 1323, 206, 188, 53, 41, 30, 18, 16, 10, 10, 9, 9, 9, 9, 6, 5, 3, 3, 3, 3, 3, 3)"
5094,小唐尼试镜动物,"(7, 3, 8, 6, 11, 5, 16, 10, 14, 22, 2, 15)","(151, 130, 50, 23, 13, 12, 10, 7, 3, 3, 2, 1)"
5095,小圈子心照不宣的默契,"(8, 16, 3, 6, 23, 14, 5, 17, 19, 10, 11, 15, 18, 4, 22, 1, 9, 13, 21)","(114, 42, 26, 24, 14, 10, 9, 9, 9, 7, 6, 5, 5, 3, 3, 2, 2, 2, 2)"
5096,小女孩下车向天安门方向敬礼,"(15, 16, 5, 11, 4, 18, 22, 19, 23, 9, 17, 21, 2, 7, 20, 24, 13, 14, 8)","(3301, 254, 183, 97, 31, 27, 18, 16, 13, 9, 9, 9, 8, 8, 6, 5, 4, 2, 2)"
5097,小好太懂事了,"(5, 16, 15, 6, 7, 21, 11, 4, 24, 3, 8, 23, 2, 17, 18, 22, 19, 20, 12, 14, 10, 1, 9, 13)","(5076, 947, 279, 67, 41, 35, 31, 30, 24, 19, 17, 15, 13, 12, 10, 10, 9, 7, 6, 4, 2, 1, 1, 1)"
5098,小妇人 最佳服装设计,"(7, 16, 1, 5, 15, 19, 24, 2, 22, 3, 11, 13, 21)","(78, 15, 8, 7, 4, 4, 4, 3, 3, 1, 1, 1, 1)"
5099,小妇人定档,"(5, 7, 16, 8, 2, 22, 6, 23, 21, 3, 9, 19, 1, 15, 14, 17)","(1054, 782, 171, 53, 15, 15, 13, 13, 7, 6, 6, 5, 3, 2, 1, 1)"
5100,小妇人撤档,"(5, 11, 15, 16, 14, 6, 17, 22, 19, 8, 4, 2, 21, 18, 23, 12, 1, 24, 20, 10, 7, 13)","(884, 196, 149, 95, 68, 52, 32, 26, 25, 21, 11, 10, 10, 9, 9, 8, 5, 5, 3, 2, 1, 1)"
5101,小学举行网上开学典礼,"(11, 6, 8, 15, 4, 3, 18, 23, 24, 7, 14, 21, 10, 13, 16)","(418, 65, 49, 31, 21, 18, 9, 9, 9, 4, 3, 2, 1, 1, 1)"
5102,小学家长群聊喝酒遭女家长怼,"(4, 11, 14, 15, 12, 8, 3, 16, 21, 2, 6, 19, 18, 1, 9, 10, 5, 13, 20, 22, 24, 23, 7, 17)","(880, 219, 151, 128, 70, 33, 24, 22, 18, 17, 15, 15, 13, 11, 11, 11, 9, 9, 9, 7, 7, 3, 1, 1)"
5103,小学数学老师为学生创作肖像版评语,"(16, 15, 6, 8, 24, 3, 9, 23, 12, 17, 11, 21, 2, 14, 7, 10, 13)","(294, 56, 29, 22, 16, 14, 14, 10, 9, 9, 5, 3, 2, 2, 2, 2, 1)"
5104,小学时追剧的紧张感,"(8, 6, 3, 11, 9, 23, 16, 13, 22, 5)","(81, 53, 30, 9, 7, 7, 6, 3, 3, 2)"
5105,小学生上网爱干啥,"(8, 1, 6, 11, 13, 3, 21, 10, 4, 12, 2, 14, 9, 22, 20, 5, 7, 18)","(1257, 192, 96, 57, 43, 41, 29, 26, 18, 9, 8, 8, 8, 6, 5, 1, 1, 1)"
5106,小学生世界名画仿拍秀,"(7, 3, 8, 15, 6, 17, 11, 19, 23, 10, 12, 16, 21)","(119, 54, 23, 12, 11, 6, 5, 5, 4, 2, 1, 1, 1)"
5107,小学生写不出作文急哭,"(3, 6, 8, 15, 5, 11, 21, 23, 10, 9, 17)","(156, 57, 25, 11, 9, 5, 5, 4, 2, 1, 1)"
5108,小学生写对联吐槽生活,"(8, 3, 11, 6, 23, 15, 1, 14, 9, 13)","(106, 27, 19, 11, 3, 2, 1, 1, 1, 1)"
5109,小学生发明出午睡课桌椅,"(9, 6, 15, 3, 8, 19, 11, 16, 24, 1, 10, 4, 18, 22, 23, 20, 2, 17, 14, 7, 13, 21)","(104, 81, 65, 29, 16, 16, 14, 12, 8, 6, 6, 5, 5, 5, 5, 4, 3, 3, 1, 1, 1, 1)"
5110,小学生戴N95口罩上体育课,"(11, 4, 6, 21, 5, 1, 10, 22, 2, 18, 13, 3, 15, 19, 14, 12, 17, 24, 7, 9, 8, 16, 20)","(1613, 446, 153, 58, 45, 34, 20, 19, 15, 12, 11, 10, 10, 10, 9, 9, 9, 8, 7, 7, 6, 6, 5)"
5111,小学生撞私家车后留23元道歉,"(15, 6, 3, 11, 4, 8, 16, 10, 17, 20, 14, 22, 18, 23, 24, 7, 9, 2, 1, 5, 13, 21)","(3391, 748, 248, 224, 174, 77, 38, 16, 12, 12, 10, 10, 9, 9, 9, 8, 8, 2, 1, 1, 1, 1)"
5112,小学生每天线上学习不超2.5小时,"(8, 1, 11, 24, 4, 15, 6, 13, 3, 14, 21, 5, 9, 12, 10, 16, 17, 2, 23, 18, 22, 7, 19, 20)","(2673, 843, 554, 461, 226, 166, 130, 84, 80, 50, 45, 44, 20, 18, 17, 15, 15, 13, 11, 7, 7, 5, 5, 5)"
5113,小学生网购罚抄笔做作业,"(6, 8, 3, 16, 19, 14, 2, 10)","(105, 33, 19, 7, 6, 3, 2, 1)"
5114,小学生记错开学时间独自上学,"(5, 16, 17, 23, 8, 6, 15, 3, 22, 4, 9, 21, 1, 11, 18)","(4758, 325, 204, 63, 48, 44, 28, 14, 14, 11, 8, 5, 1, 1, 1)"
5115,小学生隔着墙向国旗敬礼,"(16, 15, 11, 5, 8, 18, 4, 23, 3, 2, 19, 22, 17, 10, 12, 21, 24, 6)","(3676, 441, 77, 46, 34, 31, 19, 19, 15, 14, 14, 14, 7, 6, 6, 5, 3, 1)"
5116,小学要求学生在家学扭秧歌打腰鼓,"(11, 6, 15, 8, 3, 4, 13, 12, 1, 22, 21, 9, 18, 24, 2, 14, 10, 16)","(1177, 699, 395, 143, 95, 94, 19, 16, 13, 9, 6, 3, 3, 3, 1, 1, 1, 1)"
5117,小孩说过最可怕的一句话,"(3, 6, 11, 8, 1, 13, 21, 5, 4, 22, 24, 10, 17, 12, 18, 14, 19, 2, 15, 16, 20)","(394, 256, 76, 74, 60, 59, 38, 23, 13, 13, 11, 9, 9, 7, 7, 4, 4, 2, 2, 2, 2)"
5118,小寒,"(16, 6, 8, 23, 2, 7, 1, 5, 24, 3, 20, 10, 14)","(3885, 400, 255, 245, 45, 19, 17, 12, 10, 9, 7, 6, 1)"
5119,小年,"(16, 8, 2, 23, 6, 7, 22, 5, 14, 4, 10, 19, 9, 21, 20, 24, 13, 1, 3, 11, 15, 17, 18, 12)","(15640, 854, 627, 133, 100, 55, 46, 28, 26, 23, 13, 13, 10, 10, 7, 7, 6, 5, 5, 5, 3, 2, 2, 1)"
5120,小年夜,"(16, 6, 5, 8, 2, 7, 3, 1, 9, 11, 13, 15, 17, 20, 18, 10, 4, 21, 24)","(1964, 367, 176, 158, 65, 17, 12, 6, 6, 6, 3, 3, 3, 3, 2, 1, 1, 1, 1)"
5121,小德感谢中国援助塞尔维亚,"(16, 4, 11, 15, 8, 9, 1, 7, 14, 2, 3, 20, 22, 23, 24, 12, 10, 13, 17, 18, 21, 5)","(3979, 520, 176, 106, 64, 22, 21, 19, 13, 11, 10, 9, 9, 9, 9, 8, 5, 5, 4, 4, 4, 3)"
5122,小怪兽 一诺,"(4, 11, 7, 12, 18, 16, 9, 14, 19, 24, 8, 15, 20, 5, 23, 17)","(130, 43, 9, 9, 8, 7, 6, 5, 4, 4, 3, 3, 3, 2, 2, 1)"
5123,小托马斯被驱逐,"(4, 6, 8, 14, 10, 3, 11, 1, 7, 16, 17, 21)","(51, 29, 16, 7, 7, 5, 4, 3, 3, 3, 1, 1)"
5124,小时候以为的2020,"(6, 8, 3, 2, 11, 23, 14, 21, 5, 7, 1, 22, 18, 24, 19, 12, 10, 16, 20, 13, 17, 9, 4, 15)","(283, 81, 37, 29, 26, 22, 21, 21, 20, 20, 19, 17, 16, 15, 14, 12, 11, 11, 11, 8, 8, 7, 5, 5)"
5125,小时候很火的广告语,"(8, 6, 3, 15, 17, 5, 13, 14, 9, 18, 19, 1, 2, 16, 10, 4, 23)","(216, 182, 59, 10, 9, 8, 8, 7, 7, 5, 4, 2, 2, 2, 1, 1, 1)"
5126,小时候特别火的顺口溜,"(8, 6, 3, 7, 5, 16, 24, 22, 21, 10, 11, 23, 2, 14, 9, 13, 1)","(625, 300, 123, 16, 14, 11, 10, 8, 7, 6, 6, 5, 4, 4, 2, 2, 1)"
5127,小时候磕过最早的cp,"(8, 6, 3, 5, 16, 14, 11, 4, 23, 7, 10, 15, 9, 1, 19, 2, 22, 24, 13, 20)","(1701, 779, 224, 161, 84, 64, 39, 28, 19, 16, 8, 8, 7, 6, 6, 4, 2, 2, 1, 1)"
5128,小时候红到现象级的歌,"(8, 6, 16, 3, 23, 10, 5, 2, 7, 15, 24, 22, 21, 9, 19, 14, 13, 18)","(176, 65, 58, 39, 16, 13, 12, 11, 9, 9, 9, 8, 4, 3, 3, 2, 1, 1)"
5129,小时候觉得会结婚的年纪,"(6, 8, 3, 1, 24, 5, 10, 14, 17, 23, 2, 16, 20, 13, 21, 11)","(136, 46, 38, 16, 8, 7, 7, 5, 5, 5, 3, 3, 3, 2, 2, 1)"
5130,小朋友为钟南山送礼物,"(16, 5, 7, 24, 15, 22, 4, 19, 23, 6, 8, 17, 18, 21, 13, 14)","(4996, 84, 83, 44, 32, 23, 18, 17, 13, 8, 8, 7, 6, 3, 2, 1)"
5131,小朋友你是否有很多问号的出处,"(3, 11, 6, 8, 7, 16, 12, 14, 2, 13, 9, 22, 4, 21, 1, 15, 18, 24, 20, 5, 17, 23, 10, 19)","(2202, 1125, 1007, 695, 53, 46, 42, 31, 23, 23, 19, 18, 14, 14, 10, 10, 10, 9, 8, 7, 5, 5, 4, 3)"
5132,小朋友对抗寒风的方式,"(3, 6, 8, 16, 18, 2, 5)","(68, 25, 9, 3, 2, 1, 1)"
5133,小朋友戴口罩都是张着嘴的,"(3, 6, 7, 8, 16, 11, 23, 21, 17, 2, 5, 10, 4, 12, 20, 9, 1, 15, 19, 22, 24, 14, 13, 18)","(1016, 466, 173, 116, 75, 48, 41, 35, 17, 16, 15, 15, 13, 12, 11, 10, 8, 8, 8, 8, 8, 7, 5, 5)"
5134,小朋友教科书式吃饼干,"(16, 3, 7, 23, 5, 6, 22, 8, 12, 15, 24, 18, 21, 11, 13, 19, 20, 1, 9, 4)","(5165, 225, 77, 70, 35, 29, 24, 10, 8, 7, 6, 5, 4, 3, 2, 2, 2, 1, 1, 1)"
